,oe__gender,oe__bachelors,ohe__master_AI,ohe__master_Data Engineer,ohe__master_MBA,ohe__master_None,remainder__etest_p,remainder__degree,remainder__year_exp,remainder__age,result
1539,0,0,0,0,1,0,55.9217996293654,76.2442834994386,0.0275885651693369,27.4912668110031,0
1540,0,1,0,0,1,0,79.3101489466664,75.02663056521,2.97403490092697,38.1004601291074,0
1541,1,0,0,0,0,1,64.348349090697,0.615558542523767,0.986901401539795,39.9680757526325,0
1542,1,0,0,0,1,0,84.9475230033564,92.7680769155727,2.10410311377305,42.0658347816012,0
1543,1,0,0,0,0,1,68.5194335523771,0,0.00322865539393466,46.0790341129484,0
1544,0,0,0,0,0,1,91.5572338436448,0.92594977572118,0.215205311737762,29.1938252766858,1
1545,1,1,0,1,0,0,90.5266304233146,74.4181535937934,2.0585387968524,44.0061699987767,0
1546,0,1,1,0,0,0,56.1096393095992,63.0589670297603,2.0485474334113,37.8786589342183,0
1547,1,0,0,0,1,0,78.6769164044735,67.5718940812157,3.97644970706196,24.7378496860526,0
1548,1,0,0,0,0,1,60.8954009010191,0,0.945302702130905,39.195136019503,0
1549,1,0,0,0,1,0,83.1081978762857,74.8532100039939,0,28.1835346435046,0
1550,1,0,0,0,0,1,59.4414899263948,0,0,42.4075922754348,0
1551,1,1,0,1,0,0,89.41134390503,73.9200445828068,1.99347551516444,44.248887860817,0
1552,1,0,0,0,0,1,66.8615851065035,0.446515043281148,0.966885292586069,31.8475166649236,0
1553,0,1,1,0,0,0,94.9535278545809,89.5646441330343,3.95632597313225,42.2242043865776,1
1554,0,0,0,0,1,0,71.2935768499033,98.4505491400077,0.986238518965947,36.0039729673213,0
1555,0,0,0,0,0,1,79.8000880956851,0.143683393216381,1.06455275130994,39.5224128428444,0
1556,1,0,0,0,0,1,63.1420559546601,0,0.896309206720293,41.4513711978977,0
1557,0,1,0,0,1,0,78.8070966957144,72.758731475191,3.1023293038997,39.3381627976909,0
1558,0,0,0,0,1,0,70.3492422935862,98.5285052025854,0.943973048448004,35.9907459349162,0
1559,1,0,0,0,0,1,64.4220225887345,0,0.00366405095701852,32.7237588386134,0
1560,1,0,0,0,0,1,55.6233976246155,0.420258051930582,0,34.7452878664134,0
1561,0,1,1,0,0,0,96.4782645487819,89.0326651711868,3.99353677645119,41.9767734672621,1
1562,0,0,0,0,0,1,52.2935927462078,0.452992347161046,0.12817570049119,42.1763385786102,0
1563,1,0,0,0,1,0,58.8672284375552,77.3566988096256,6.06128143884744,32.9695989166641,0
1564,1,1,0,1,0,0,76.5093475977265,68.6931374509061,0.922873137458574,33.9131594442278,0
1565,0,1,0,0,1,0,59.9411421776199,52.8356495524512,5.15607462073767,44.3682242867279,0
1566,0,0,0,0,1,0,61.3935139076835,76.3801585329386,0.129703458589641,22.3552216280705,0
1567,1,1,0,1,0,0,73.9302379961952,65.6538289128068,0,30.8760378843761,0
1568,0,0,0,0,0,1,94.2124398793433,2.57326424151979,0,24.2234224816901,1
1569,1,0,0,0,1,0,80.1737301329676,57.423290158611,5.94377460421833,25.2497970177444,0
1570,1,1,0,1,0,0,88.7553552829382,75.3836812679516,1.97826436059032,44.1195482715176,0
1571,0,1,0,1,0,0,92.2249103774602,90.2685059499726,4.86762457354886,39.5523448784966,1
1572,1,0,0,0,1,0,95.7530723786499,60.213714023769,0,39.7383551648304,1
1573,1,0,0,0,0,1,84.5736458385545,2.47464983665776,0.933378703394973,46.0861113304748,0
1574,1,0,0,0,0,1,57.1714474621539,0,1.12513041943593,45.5496904091912,0
1575,1,1,0,1,0,0,96.5194664926733,78.7162461358349,2.14077754598052,43.2031626415803,1
1576,1,0,0,0,0,1,72.8549705060221,1.81246458551652,1.0313397034715,45.1592086518431,0
1577,1,1,0,0,0,1,64.8351412229072,0,0,41.0432009767899,0
1578,1,0,0,0,1,0,60.0753033901616,58.9463085004287,2.90549666138969,37.8865994713194,0
1579,0,1,1,0,0,0,64.8315181827122,55.769881677485,1.20943058603948,30.0031607015413,0
1580,1,1,0,0,1,0,49.7385082485494,70.9830383857657,1.15045767822486,36.8257453548624,0
1581,1,0,0,0,1,0,89.2734365008772,98.1121445071089,0.853160559991904,45.0445869514694,0
1582,0,1,1,0,0,0,63.9007648342564,55.1373594133477,0.903917670409735,29.6694294906141,0
1583,0,1,0,0,0,1,57.2950922601407,1.17054026749318,0.0582410308550231,39.0073321041489,0
1584,1,0,0,0,0,1,83.2174521230386,0,0,24.6831399915367,0
1585,1,1,0,1,0,0,60.342684541124,56.780455345651,4.06529630415122,45.707690598615,0
1586,1,0,0,0,0,1,97.4852582818382,0,0,35.22113710871,1
1587,1,1,0,0,1,0,80.0792426023581,58.9359506922861,5.01116175855835,44.5701694352284,0
1588,1,0,0,0,1,0,78.7927698659716,54.3155971045793,6.0218510107087,25.109172437241,0
1589,1,1,0,0,1,0,74.3899871423264,79.5871697811363,1.05519920353119,45.2155483000494,0
1590,0,0,0,0,0,1,54.1704360957284,0,0.0583448902734221,40.3937112985291,0
1591,1,0,0,0,1,0,79.6063733517906,91.0021638072182,2.8926559300513,42.8103614213284,0
1592,1,0,0,0,1,0,83.1489852713548,72.4886597334169,0,27.3247925147022,0
1593,1,1,1,0,0,0,63.5241254044332,74.8965862153554,0.980191272651913,30.9778388812234,0
1594,0,0,0,0,1,0,72.0876677103922,96.829469197993,4.93355299923952,37.7854466677722,0
1595,0,1,0,0,1,0,64.7351244633982,87.127581833019,2.89337979607899,28.5007084129574,0
1596,1,1,1,0,0,0,86.1108925602731,58.8724684989878,1.04100925539858,44.6342601799933,0
1597,0,0,0,0,1,0,59.1491074475711,68.5330328353106,6.03099876590464,33.3841548735924,0
1598,1,1,0,1,0,0,59.270639966512,59.3873966864659,3.905441271034,45.9372445048887,0
1599,1,0,0,0,0,1,97.0800246611112,0,0.109011298704207,35.2119996108928,1
1600,0,0,0,0,0,1,67.4099811483319,2.20608739363912,0.0935538186101049,42.6760115159717,0
1601,1,1,1,0,0,0,92.5553325986882,56.840565758047,0.985126125574185,42.4682742844229,1
1602,1,0,0,0,0,1,58.5170428546684,0,0.0586109225943941,45.0508853220298,0
1603,1,1,0,1,0,0,57.0278146279344,63.3403586733737,4.12306042123893,35.0051703321865,0
1604,1,1,1,0,0,0,68.1405979749135,53.9860331487635,2.93547483853952,36.8550453061932,0
1605,1,0,0,0,0,1,87.6193798609275,0,0,44.3997007173927,0
1606,1,1,0,1,0,0,86.4928500900211,64.7979635442105,1.13562669650709,35.2357445069705,0
1607,0,1,1,0,0,0,88.4032281050605,79.7422196114176,1.01313646433959,43.1764798100946,0
1608,0,1,1,0,0,0,55.9226661908434,59.1606452552822,1.95580932542335,45.6485882537669,0
1609,1,0,0,0,1,0,60.7760229659032,97.1511783886009,0.088357621512178,34.0125749445802,0
1610,1,1,1,0,0,0,59.8044204723655,58.4153311821345,2.02370756766545,35.4876198873424,0
1611,0,1,0,0,0,1,56.2892760715609,0,0.0505071516721595,24.4563478363744,0
1612,1,0,0,0,0,1,63.7078630664154,4.64897329525528,0,33.1837077927366,0
1613,1,0,0,0,1,0,95.2604540681094,57.8108413926005,0,39.5754852820108,1
1614,1,0,0,0,1,0,58.4774608683739,76.8946882492647,2.0347555314641,32.0663109344928,0
1615,0,1,1,0,0,0,56.3528505197141,63.2213614282294,1.87903987900993,38.1707557076325,0
1616,1,1,0,0,0,1,75.2331174533217,0.861396559625433,0.956537286707836,44.7261157482701,0
1617,1,1,1,0,0,0,69.5778714779119,86.1967495142221,3.83183567241319,23.8988702643099,0
1618,0,0,0,0,1,0,67.7195206355948,60.1832979438348,2.76069765627985,25.1431230205511,0
1619,0,0,0,0,0,1,75.2197904402114,0,1.06367531552761,28.6305709126589,0
1620,1,0,0,0,0,1,83.3451095181062,1.80007032419343,0.0767548966059565,35.0004684187674,0
1621,1,0,0,0,0,1,83.1782252083798,0.407326127945429,1.12228986287333,31.8330893369266,0
1622,0,0,0,0,1,0,55.2990572555808,96.6346917440279,5.21373992564463,44.800051713613,0
1623,1,1,1,0,0,0,54.7349080066138,85.9826261456416,3.92066993132547,23.0551347375916,0
1624,1,0,0,0,1,0,59.7423065589848,56.0900162538359,3.04283867126084,37.9598305539275,0
1625,1,1,1,0,0,0,63.4288743060337,69.9633860293413,1.07834864490381,39.9337149968687,0
1626,1,0,0,0,0,1,83.5410560614992,0,0.0164002001954843,38.001057038321,0
1627,1,0,0,0,1,0,67.047886304957,97.1524394302953,4.05611833561758,28.6584259463408,0
1628,1,0,0,0,0,1,56.125813629687,0,0.0377968686795455,41.7469054314401,0
1629,1,0,0,0,1,0,80.1317305363499,65.4789646674938,1.91786557255056,40.3966754603419,0
1630,1,0,0,0,1,0,73.5945174987872,70.8548399333405,0.851589400146053,38.823148758028,0
1631,0,0,0,0,0,1,68.1567922965046,0.334457021966289,0.0216526192668162,41.9980607735157,0
1632,1,1,0,1,0,0,97.9315260737748,78.4495005295082,2.04892858631661,43.3305388043467,1
1633,1,0,0,0,1,0,58.2462786698564,80.8495073418657,5.89272278973448,33.5102643460732,0
1634,1,0,0,0,0,1,50.064530366079,2.20177119934751,1.28756524720084,28.8676233939153,0
1635,1,0,0,0,1,0,82.7262595475049,93.395867093237,0.855744386150413,26.8181625487947,0
1636,0,0,0,0,0,1,90.9904980528377,2.76784695150404,0.0330040192667166,28.9576163154657,1
1637,1,1,0,0,0,1,60.8131618624088,0.238332361540962,0,24.8521027125631,0
1638,1,0,0,0,0,1,68.2760762090962,0,0.0339094016533026,36.9990678839641,0
1639,1,0,0,0,0,1,92.0875871755413,1.43674635649149,0.938020253702111,24.6492318992841,1
1640,1,0,0,0,0,1,64.911008503404,0.390140222623329,1.07238856557301,39.5652520244392,0
1641,1,1,1,0,0,0,62.9137922269281,64.3219640572058,1.04938905302569,39.7391189409692,0
1642,0,0,0,0,1,0,71.3538832769329,97.2438836369949,5.06350170100164,37.1827665621921,0
1643,1,0,0,0,0,1,64.0355510639946,0.919593715797775,0,33.2651746883706,0
1644,1,0,0,0,1,0,89.0892890733849,86.7299612995675,3.95191309408204,43.0335630988804,0
1645,0,0,0,0,1,0,92.7433574771148,58.771595047049,4.85828405421244,29.1984000546637,1
1646,1,1,0,1,0,0,88.850972266061,74.031880312472,1.92340076816832,44.0259976972569,0
1647,1,1,1,0,0,0,93.3904269540328,56.7437252109978,1.05595193672611,43.4088840083793,1
1648,1,1,1,0,0,0,84.1068992422141,80.4413633053032,4.00258965052571,40.6987738307991,0
1649,1,0,0,0,0,1,55.9754519018341,0,0.0859775883975321,42.4323683027523,0
1650,0,0,0,0,0,1,51.7708666247524,0.172720264013976,0,42.8035897554074,0
1651,1,0,0,0,0,1,86.8338546618238,1.72758196748757,0,44.4295802195289,0
1652,1,1,1,0,0,0,84.8895823208397,67.6552304437438,1.1092597427266,35.6404809208276,0
1653,0,0,0,0,0,1,71.2138038310003,0,0,38.8610398680979,0
1654,0,0,0,0,0,1,94.5181650120405,0,0.0970934324227728,30.3281456284205,1
1655,0,0,0,0,1,0,70.7416891372377,98.8409031023312,2.10550804810985,22.1657176426432,0
1656,1,1,0,1,0,0,96.8844899473661,83.0184696764445,1.89333577831182,43.1440738663396,1
1657,0,1,1,0,0,0,81.9597298147663,59.853095281166,1.98027285818315,28.020680352954,0
1658,1,1,0,1,0,0,54.3813293823559,89.169137643383,1.00170422230231,30.6966448154575,0
1659,0,0,0,0,0,1,92.6571464014383,0,0.130692415687384,28.8555525482191,1
1660,1,0,0,0,1,0,77.1614538700869,88.3891463365666,0.132406084522952,43.947603856298,0
1661,1,0,0,0,1,0,80.2527273119768,90.7382264166517,3.08949220378998,42.9741349464618,0
1662,1,0,0,0,1,0,61.6315723916065,100,0.0119290005114013,34.1844710737962,0
1663,1,0,0,0,1,0,83.402022594961,92.1138815610452,0.980087933710156,27.352641325252,0
1664,0,1,1,0,0,0,81.8380479710686,62.7930511184216,2.13976464932287,27.2688927070733,0
1665,1,0,0,0,1,0,66.9990818033711,97.4314503040611,4.18475431054863,28.9214827622083,0
1666,1,0,0,0,1,0,71.3899063606931,69.1573319726721,0.0440602207640701,45.0256996704771,0
1667,1,0,0,0,0,1,64.423525290904,0,0,27.9976538640316,0
1668,1,1,1,0,0,0,67.3893187394681,53.6407826360577,3.05937464458108,37.2500744059809,0
1669,1,0,0,0,0,1,50.051454483624,0,1.13467730427471,28.7905729420098,0
1670,0,1,0,0,1,0,77.9457330723709,83.4624531194654,3.90154593365308,40.0470105146335,0
1671,1,1,1,0,0,0,87.0254086046493,80.1156684410205,1.14286150798601,43.8880026394299,0
1672,1,1,1,0,0,0,91.8818144457853,52.9078971243515,0.792624992212816,43.091320941886,1
1673,1,0,0,0,0,1,94.9313571978731,0,0,45.950147290035,1
1674,1,0,0,0,1,0,55.2085917753726,92.0432650042999,3.01619691028029,31.9172863345276,0
1675,0,0,0,0,0,1,54.4755917643058,2.59222516695072,0.0443226853313481,39.4615170484017,0
1676,1,1,1,0,0,0,86.4827646621431,66.9572448631743,0.981533501226322,35.9447507342397,0
1677,1,0,0,0,0,1,61.5353454340856,2.97095615315497,0.749497851212669,26.9513438296167,0
1678,1,0,0,0,0,1,82.6418465817596,0,0.856117050742474,31.6375429881933,0
1679,1,1,0,1,0,0,95.7705467132454,78.0679816279937,2.06622907156672,42.8310777839494,1
1680,0,1,0,1,0,0,66.8064373807462,56.5669456616793,6.01141711768864,28.2987957000533,0
1681,1,0,0,0,0,1,92.2312385767459,0,0,33.5826863109502,1
1682,1,1,1,0,0,0,86.5883080299459,64.6482019416246,0.866491497117158,45.6018767016421,0
1683,1,1,1,0,0,0,95.6222671548909,98.510972948191,1.04153980675708,42.9397274054761,1
1684,1,0,0,0,0,1,57.5359250780157,0,1.10420753275942,45.9051949112093,0
1685,1,0,0,0,0,1,70.8422658416322,0.546983388597054,0.00713478361327421,40.8099825811411,0
1686,0,0,0,0,1,0,71.518285687735,98.4813622833481,1.89085185083816,22.9189400312475,0
1687,1,0,0,0,0,1,84.7150448013738,0.0689070491174933,0,37.2467112633911,0
1688,1,0,0,0,1,0,57.8299780100464,76.7863702734474,1.9830979588288,33.4822767157868,0
1689,0,1,0,0,1,0,62.9435698977425,85.9990745515411,2.94875607380747,27.9890933103377,0
1690,1,0,0,0,1,0,82.8442251833556,73.1024576263976,0,28.6017767035917,0
1691,1,0,0,0,1,0,54.199965575451,76.7092749391833,1.06578685919537,37.1586949366526,0
1692,1,1,0,0,0,1,71.1397860796534,0,0.00442733905767163,23.4385102008006,0
1693,0,0,0,0,1,0,61.636437024223,77.1929847640839,0,23.1554208710573,0
1694,1,0,0,0,0,1,94.4204647482434,0,0.899531909748739,41.563403660091,1
1695,0,0,0,0,1,0,61.0376055247268,75.480040370389,0,22.2300940619573,0
1696,1,1,0,0,0,1,66.2106563652689,1.65074351464501,0.0520449513437937,40.8589798712775,0
1697,1,0,0,0,0,1,55.3352706509707,0,0.0394400797066002,26.9808408171902,0
1698,0,0,0,0,1,0,55.0098556388461,95.2210171282612,4.98924385302489,45.2955386147358,0
1699,1,1,0,0,0,1,70.6305700309527,0,0.124290285885005,23.8773994885765,0
1700,0,0,0,0,1,0,76.5402748046832,91.9487101521887,5.10823214375779,36.342555079271,0
1701,1,0,0,0,1,0,75.8990579741167,66.501274218469,2.9263949282648,31.3023203306908,0
1702,0,0,0,0,1,0,72.0295888997913,96.2427896681701,5.01176587579161,22.5065353550885,0
1703,0,1,0,0,1,0,58.7899410525719,54.468838223375,5.09425671208973,45.1978555016487,0
1704,0,0,0,0,1,0,70.2113975647049,90.0634180500844,2.05692457326636,44.3499835996275,0
1705,0,0,0,0,0,1,67.693783783998,2.01030384258918,0,42.5531040147994,0
1706,1,0,0,0,1,0,53.0920190135798,58.5338670795261,4.03198721616074,43.2345239107098,0
1707,0,1,0,0,1,0,56.915677438407,59.7540334198536,5.89081893477019,26.6345445200332,0
1708,1,0,0,0,0,1,68.6746531931021,0,0.00944860202804784,45.8366575017373,0
1709,1,1,1,0,0,0,86.6526063793538,83.304427203003,0.88258003991109,43.6212896719899,0
1710,1,1,0,0,0,1,65.6807498187092,0,0.000608428844456304,41.034538930662,0
1711,1,0,0,0,0,1,95.716284719384,3.66563030627153,0,34.7190383825143,1
1712,0,1,0,1,0,0,61.6563936980237,77.9856658964171,5.77629388170673,39.6558879896687,0
1713,0,0,0,0,1,0,62.0787018432853,74.5480012363357,0,23.359848827953,0
1714,1,1,0,0,0,1,74.8916009874317,0,1.20110748443365,44.7454805698077,0
1715,1,1,0,0,0,1,70.2148256165925,0,0,24.4887629882984,0
1716,0,1,1,0,0,0,81.3904250759511,61.6748855258683,1.86005927888618,27.1160272737799,0
1717,1,0,0,0,0,1,82.6195385269002,0.798068570376688,0.0562435001290765,24.0258272507775,0
1718,1,1,1,0,0,0,69.131041718497,85.8691704583945,4.04272930267629,24.6447443243209,0
1719,1,0,0,0,0,1,75.7064560407954,0.410336359190867,0,36.0044961565956,0
1720,1,0,0,0,1,0,58.6830858290977,76.9930934658353,5.93931647207299,33.6191300047699,0
1721,0,0,0,0,1,0,77.5780987814693,95.4666251761504,4.95368713000308,37.028048319345,0
1722,1,0,0,0,1,0,65.7837052508093,89.715509983926,0,30.5747312364633,0
1723,0,1,0,0,0,1,58.7863991639192,0,0.113931456132131,39.0211697257114,0
1724,1,1,1,0,0,0,54.868137572718,84.2892733857614,3.96498602487688,22.8855320072026,0
1725,1,1,0,1,0,0,98.5947183054562,88.7628353754583,5.04874913781173,32.2479471506164,1
1726,1,0,0,0,1,0,55.2376875886179,79.2625206489871,1.02562688277702,36.6167455210983,0
1727,1,1,0,0,1,0,85.1569745805229,68.0460779819456,6.05736935555243,29.9103502889949,0
1728,1,0,0,0,1,0,54.3640483908309,58.3035620239219,3.96184760373204,42.5945714084221,0
1729,1,0,0,0,0,1,64.1007548813643,1.3096327262022,0.0016652943771077,27.4781698957993,0
1730,1,0,0,0,1,0,66.5605468468991,96.9923247531399,4.21585520804866,29.2397619270623,0
1731,0,0,0,0,0,1,88.5994769019717,0,1.05802113168768,32.6618831422183,0
1732,0,1,1,0,0,0,95.7820696280124,88.7620747648482,4.16166703849363,41.9794237914333,1
1733,1,0,0,0,1,0,83.4480799108954,83.2878401861612,0,40.9614535473493,0
1734,1,1,1,0,0,0,63.7095698299775,92.3722846932313,1.04508786401271,32.5170328640121,0
1735,1,0,0,0,0,1,74.5196585631389,0,0.154596574650013,35.3914888017847,0
1736,0,1,0,0,0,1,56.6031108789309,0,0.945851508224963,44.2649022847423,0
1737,1,1,0,0,0,1,60.8457060862795,0,0,24.1127281721042,0
1738,1,1,0,0,0,1,54.608745700142,0,0.0893535053212367,35.9512107163001,0
1739,1,0,0,0,1,0,71.7706615970133,58.085725510462,0,28.0189788985053,0
1740,1,0,0,0,0,1,95.5779644768711,1.44749690841846,0,27.7401338808383,1
1741,1,1,0,0,1,0,55.3620083463781,56.9808618034888,4.01302750877817,36.7651882484936,0
1742,0,0,0,0,1,0,57.9840749275749,62.6830529406932,0.00396982118821724,45.191350369031,0
1743,1,0,0,0,0,1,60.2385705174151,1.87095335776992,0.298560305965586,41.7154499664972,0
1744,0,0,0,0,1,0,72.2907441615932,96.7741677438719,4.93687916358237,22.9358050982736,0
1745,1,0,0,0,0,1,59.4412992701224,1.22963173446843,0.0591933805928196,44.5707239045676,0
1746,1,1,0,0,1,0,49.634509221462,70.1755751130857,1.01300776948493,36.6588985697497,0
1747,0,0,0,0,0,1,88.5865261895595,0,1.01657383889058,31.5925380480318,0
1748,1,0,0,0,0,1,83.2306287029855,4.35563249159402,0.0864777103595731,38.1947050656069,0
1749,0,0,0,0,0,1,59.8023272359818,3.99242661375848,0.159475360210541,33.0615140449817,0
1750,0,0,0,0,0,1,57.1541737344651,0,0.884368786052053,41.545902783437,0
1751,1,0,0,0,0,1,65.7328378037829,0.108807371793648,1.05515864391742,39.970379227991,0
1752,0,1,0,0,1,0,98.9858501198641,86.1459645507344,5.93485525087643,43.4712919412306,1
1753,1,0,0,0,0,1,81.1914861293043,0,1.04748179065004,32.3701365410758,0
1754,1,0,0,0,0,1,55.9620817195767,0,0,34.9784357233708,0
1755,1,0,0,0,0,1,71.6574355848611,1.88187165802687,0.0664796063654535,41.0923891824139,0
1756,0,1,0,0,1,0,60.2259940139256,53.2711503292175,5.02075001653419,45.596191362767,0
1757,1,0,0,0,1,0,88.391448461772,98.6664378251877,1.03994832777888,44.3061868497319,0
1758,1,0,0,0,0,1,92.9387471127614,3.46964482803773,0.0739782694868907,33.7691052164436,1
1759,0,0,0,0,0,1,74.468423918688,0,1.07444928293203,28.9328319182956,0
1760,1,1,1,0,0,0,87.6696104362699,82.9344264854143,1.01744449094916,43.7615290475053,0
1761,0,0,0,0,0,1,94.4555398824287,1.02232121936797,0.132559988065249,30.0149727332067,1
1762,1,0,0,0,1,0,77.0926130764299,67.3807284565819,4.00710418885957,24.6892268233451,0
1763,0,0,0,0,1,0,50.3688889493009,76.1647532836399,2.00292764856243,42.9973479771322,0
1764,1,0,0,0,0,1,62.338793083804,0.911609149957808,0.889207613880025,40.7782911626773,0
1765,1,1,0,0,0,1,73.9129324685933,0,0.780681644956727,45.3026663766125,0
1766,1,0,0,0,1,0,84.8537504426541,71.268427982964,3.91842291365354,28.4240798703999,0
1767,0,0,0,0,1,0,89.7820270727547,88.060804830072,3.95152477481069,42.4830032172016,0
1768,1,0,0,0,0,1,63.7388589794472,0,0,32.9662026087207,0
1769,1,1,0,1,0,0,54.3757217444097,88.2775770566698,1.00770231109212,30.2726982691066,0
1770,1,0,0,0,1,0,82.7366298841064,90.1702980226486,1.09528658652006,27.0365760949496,0
1771,1,0,0,0,0,1,58.6550889401843,0,0.982948798665527,42.4065957952391,0
1772,0,1,0,0,0,1,58.3003064125607,0,0,39.3864919108563,0
1773,1,0,0,0,0,1,64.6648716917643,0,0.0364364353786502,33.0872683567883,0
1774,1,1,0,1,0,0,77.6963847212221,64.6647332301361,0.846085586779329,33.9011606566392,0
1775,1,0,0,0,1,0,94.375732083167,74.4687858446587,1.91026606253388,38.8619623616967,1
1776,0,0,0,0,0,1,54.1275710360329,0,0,40.232249718847,0
1777,1,0,0,0,0,1,60.6133253599935,0,0,28.6736612979772,0
1778,0,0,0,0,0,1,94.1315077842357,0,0,39.918988597934,1
1779,1,1,0,0,0,1,56.4383659424661,3.27135186086474,1.10276008655411,30.5943665177912,0
1780,1,0,0,0,1,0,89.6532224457427,85.555565000468,3.92803873648669,43.1130397475663,0
1781,1,0,0,0,1,0,61.8711378895775,79.856587288228,4.10275856659721,31.0080147907611,0
1782,1,1,0,1,0,0,60.3669210034001,56.9481466053851,3.9699728075997,45.8162294411658,0
1783,1,0,0,0,0,1,95.8101210403609,0,0,26.5652241327746,1
1784,1,1,1,0,0,0,67.2014907349064,51.7468263976424,2.83026030993706,37.1183112080294,0
1785,1,1,0,0,1,0,58.8029019545,91.0923808322762,6.09217011700699,39.5579038179387,0
1786,1,0,0,0,0,1,68.7221555754891,0,0,37.2056209915891,0
1787,1,0,0,0,0,1,59.9141698613053,0,1.05197205239249,23.9761209928877,0
1788,1,0,0,0,1,0,57.9791074759763,81.4468840918876,5.91432756688933,33.3345790895704,0
1789,1,0,0,0,0,1,64.1059458824473,2.41922738955488,0,32.7621179248659,0
1790,1,0,0,0,0,1,68.8480515524572,0,1.12921239947165,39.6697713516914,0
1791,1,0,0,0,1,0,78.463120740998,88.3257326398512,0,43.6306752111026,0
1792,1,1,0,0,1,0,71.4953030257009,93.299382759644,4.15160917416124,33.7363570839151,0
1793,1,1,0,0,1,0,84.9107572341119,67.0041039232224,6.08145472567554,29.9946572356279,0
1794,1,1,0,0,0,1,74.9465640953999,0,1.05766745938374,45.7418050806714,0
1795,1,1,0,1,0,0,77.9151684526228,65.5725119353539,0.903208885570293,34.6678268353608,0
1796,1,1,0,0,0,1,73.3684917126118,0,1.13580668726733,39.1732079884323,0
1797,1,0,0,0,0,1,60.0047044038451,2.92470959430198,0.983900999361972,27.0931948158135,0
1798,0,0,0,0,1,0,53.3671687323329,63.4589951549007,2.93225620914184,39.2311007772713,0
1799,1,0,0,0,1,0,64.4793651125425,61.5233204362869,0.0887793354905654,44.2630992647803,0
1800,1,1,0,1,0,0,88.5521977869095,73.8149447613579,1.94702331122161,43.7267806963307,0
1801,0,0,0,0,1,0,65.2519069690375,66.7664969867951,0,38.5683023144446,0
1802,1,0,0,0,0,1,71.7804370681879,0,0.0839637123396526,40.911641665892,0
1803,0,0,0,0,1,0,70.4664511749761,98.989862630075,1.78443218827116,22.6695338107723,0
1804,0,0,0,0,0,1,92.8524923372344,1.25594639788489,0.000939116402334358,24.1564766702175,1
1805,0,1,0,0,1,0,58.7389093578664,57.1075407581933,5.00822680623977,43.9188099680967,0
1806,0,1,0,1,0,0,67.3121915739819,60.7498277248492,6.03673209600285,29.0398057693025,0
1807,1,0,0,0,1,0,88.8017577517087,54.9964616892202,5.0111785942265,24.3996852724427,0
1808,1,0,0,0,1,0,66.6608100683874,77.1223389535515,6.10523960957258,22.4386236656861,0
1809,1,0,0,0,1,0,71.1359556060649,71.7048885946886,0,44.3787867347633,0
1810,1,1,0,1,0,0,60.9338890291961,59.0832483462063,3.89086181323919,46.0016637967074,0
1811,1,0,0,0,0,1,59.2070830205512,0,0.784455878337329,43.0037030153663,0
1812,1,0,0,0,0,1,67.2317170777213,0,0.147438917036327,46.0597519307681,0
1813,0,1,1,0,0,0,97.1211323637851,89.7371298518843,4.10936466791055,41.8329983948368,1
1814,1,1,1,0,0,0,66.7264269098089,53.4429280201009,3.05320243120268,36.7110534766321,0
1815,1,1,0,0,1,0,72.1783163917285,97.8281370224573,4.07288117200367,34.0698024775139,0
1816,1,0,0,0,0,1,64.0854671138819,0,0.0389385525737064,32.5982155637706,0
1817,1,0,0,0,0,1,96.7589715118604,0.36113675865502,0.014146163430612,26.8313714136012,1
1818,0,1,0,0,1,0,80.6934764888062,70.3096967383622,2.95354235592349,38.6119195800094,0
1819,1,0,0,0,0,1,64.5295808608057,0,0,32.688290396853,0
1820,1,0,0,0,1,0,68.6637086518392,73.5442362945453,0.18517278790869,43.2196388682778,0
1821,1,1,0,1,0,0,57.147571938135,60.2921676542567,4.13322128503304,35.0873963762083,0
1822,1,0,0,0,1,0,59.5743506798364,61.9962124510885,2.80153618069844,38.5341966293593,0
1823,1,1,1,0,0,0,85.6522212859392,66.9875843214359,1.03754179308453,36.5656898872227,0
1824,1,0,0,0,1,0,94.6534139119084,74.5509583886866,2.11379594636727,38.8126840901569,1
1825,1,0,0,0,0,1,67.0679836738834,0,0.940345754082319,31.9838578270715,0
1826,0,0,0,0,0,1,67.8420860848015,0.0829311755713356,0,42.1655692053851,0
1827,1,1,0,0,1,0,80.7502042075633,77.6074363472648,2.96143966508204,42.8153225998272,0
1828,1,0,0,0,0,1,82.6340734900781,3.52832895229168,0.848394856258392,35.5101263993737,0
1829,1,0,0,0,0,1,63.3850463177055,0,0.975614233254501,24.087388831585,0
1830,1,0,0,0,1,0,76.0341891156266,67.8679540717371,3.17313520170075,30.7725788353488,0
1831,0,0,0,0,0,1,55.9276305686131,0,0,40.1237777808317,0
1832,0,1,0,0,1,0,76.168205171997,57.9253111609456,2.01071627249298,26.1400775097727,0
1833,1,1,1,0,0,0,67.0514325649855,57.5838077618652,3.08919580612344,36.6498012347538,0
1834,1,0,0,0,1,0,61.1166620785238,82.5248354787639,1.94852197772363,32.2342393157842,0
1835,1,1,0,0,1,0,81.8871179977262,79.8418776854352,3.12334563291428,42.6097107448883,0
1836,0,0,0,0,0,1,92.7143472157727,0,0.110776619773817,29.3484957619293,1
1837,0,1,0,0,1,0,79.3251090023462,82.3342812280946,4.0333808052366,39.8265212794203,0
